종목코드,종목명,시장구분,시가총액,PER,20D_Avg_Trading_Val,OPM(%),ROA(%),ROE(%),PBR,F_Score,기준보고서,OPM_trend,ROA_trend,ROE_trend,PBR_trend,PER_trend,연도_5y,매출액_5y,영업이익_5y,경상이익_5y,경상이익률_5y,CFO_5y,CFI_5y,CFF_5y,FCF_5y,부채비율_5y,당좌비율_5y,이자보상배율_5y,유보율_5y,매출성장률_5y,매출채권회전율_5y,재고자산회전율_5y,업종매칭_ECOS코드,업종매칭명,매출채권회전율_업계평균,재고자산회전율_업계평균,ROIC(%),매출액_최근분기YoY(%),영업이익_최근분기YoY(%),연구개발비율(%),R&D최소기준(%)
296640,이노에이엑스,KOSDAQ,32260509960,6.21,145978899.25,4.19,12.02,14.17,0.88,6,2026-08-14,"[-8.0, 10.11, 4.02, 4.19]","[0.1, 6.54, 6.37, 12.02]","[0.12, 9.38, 7.57, 14.17]","[1.23, 0.98, 0.87, 0.88]","[1065.94, 10.49, 11.44, 6.21]","[2022, 2023, 2024, 2025]","[16231490364, 15510863452, 23706726437, 22932750118]","[1288468429, -1240608765, 2396374785, 921645948]","[1591103752, -410889471, 3185235064, 2038805847]","[9.8, -2.65, 13.44, 8.89]","[3417529583, 365812659, 4099757568, -1566948440]","[-19514504199, 1716355666, -7083029985, 6150036060]","[14600196782, -1390881926, 4263313382, -6664163799]","[-16096974616, 2082168325, -2983272417, 4583087620]","[10.82, 14.05, 43.35, 18.71]","[775.42, 731.98, 259.06, 395.17]","[0.0, 0.0, 0.0, 0.0]","[319.21, 296.46, 403.34, 566.28]","[0.0, -4.44, 52.84, -3.26]","[7.23, 6.0, 7.6, 4.78]","[0.0, 0.0, 0.0, 0.0]",J582,J582 소프트웨어 개발 및 공급업,6.98,45.66,2.64,48.25,269.18,,10.0
089150,케이씨티,KOSDAQ,32259150000,14.93,52447712.7,15.23,4.03,6.22,0.93,5,2026-08-14,"[13.43, 13.78, 17.47, 15.23]","[2.18, 1.65, 4.97, 4.03]","[3.39, 2.59, 7.71, 6.22]","[1.45, 1.25, 1.33, 0.93]","[42.72, 48.15, 17.3, 14.98]","[2021, 2022, 2023, 2024, 2025]","[13779099775, 14566711259, 16147530629, 11668311681, 23089563975]","[394351502, 1096384265, 2169315930, 1607430147, 4034569150]","[192505699, 770848679, 1398863962, 1043711341, 3422640312]","[1.4, 5.29, 8.66, 8.94, 14.82]","[-629189204, 2481494571, 1831970057, 484067024, 3838511348]","[-980692263, -179582935, -453964093, 412666529, -403406844]","[-586988429, -1790544359, -1298751414, -1324842790, -1305582680]","[-1609881467, 2301911636, 1378005964, 896733553, 3435104504]","[61.14, 54.25, 55.62, 57.27, 55.17]","[49.8, 23.75, 15.68, 96.11, 29.61]","[1.98, 3.07, 3.98, 3.73, 11.78]","[351.33, 350.91, 350.68, 347.23, 367.43]","[-32.71, 5.72, 10.85, -27.74, 97.88]","[8.27, 8.2, 41.14, 15.12, 17.12]","[10.92, 18.58, 61.62, 39.79, 65.92]",J62,"J62 컴퓨터 프로그래밍, 시스템 통합 및 관리업",5.19,49.01,5.78,-39.78,-80.79,4.89,10.0
127980,화인써키트,KOSDAQ,32147457060,678.75,27282695.25,0.02,0.66,1.43,0.71,7,2026-08-14,"[6.24, 5.25, -1.82, 0.02]","[4.92, 4.33, -4.59, 0.66]","[10.8, 9.01, -8.67, 1.43]","[2.0, 1.35, 1.63, 0.71]","[18.49, 14.97, 49.46]","[2022, 2023, 2024, 2025]","[64370929731, 69222343617, 85921268349, 81789735978]","[4116471652, 4317041782, 4514922845, -1485021320]","[4441953890, 7240394293, 5480161918, -3288516718]","[6.9, 10.46, 6.38, -4.02]","[7139907950, 11874421923, 1146780813, 2819109059]","[1953026175, -36161585126, 10004187771, 15944971425]","[-4063924498, 17045349026, -8245432463, -17390032813]","[9092934125, -24287163203, 11150968584, 18764080484]","[59.97, 119.33, 107.99, 88.92]","[125.03, 110.45, 86.73, 58.45]","[22.7, 5.16, 4.17, -1.21]","[2362.47, 1953.84, 1901.23, 1230.45]","[0.0, 7.54, 24.12, -4.81]","[8.71, 8.97, 9.64, 9.66]","[6.48, 5.2, 4.9, 5.38]",C262,"C261,2 반도체 및 전자부품",6.7,8.89,0.03,-14.85,-592.16,0.19,10.0
434480,모니터랩,KOSDAQ,32129883000,16.73,157487099.0,5.87,4.16,5.1,0.83,7,2026-08-12,"[0.05, -4.32, 4.92, 5.87]","[-3.26, 4.66, 1.32, 4.16]","[-3.87, 5.54, 1.74, 5.1]","[2.08, 1.08, 1.26, 0.83]","[19.41, 72.6, 16.32]","[2022, 2023, 2024, 2025]","[14134540020, 14186630550, 14909186498, 19168619599]","[1135173414, 7200025, -643806101, 943352791]","[799427525, -1868896377, 1287970843, 559981930]","[5.66, -13.17, 8.64, 2.92]","[1643002564, 1781871999, 2753556291, 861036213]","[-10019218735, -10988088972, 275819684, -9476738224]","[9067756966, 19002754453, 133833173, -589275699]","[-8376216171, -9206216973, 3029375975, -8615702011]","[54.82, 18.6, 19.02, 32.07]","[628.98, 2098.85, 571.73, 375.64]","[31.73, 0.41, -38.67, 14.87]","[1271.59, 2556.15, 2743.68, 2807.43]","[0.0, 0.37, 5.09, 28.57]","[3.68, 4.04, 5.06, 5.54]","[7.92, 7.36, 8.22, 8.55]",J582,J582 소프트웨어 개발 및 공급업,6.98,45.66,3.2,47.95,-453.17,23.47,10.0
033830,티비씨,KOSDAQ,31650535620,11.09,21784389.95,1.45,2.18,2.28,0.24,5,2026-08-14,"[9.51, 3.62, 3.48, 1.45]","[4.62, 2.8, 2.77, 2.18]","[4.9, 2.97, 2.89, 2.28]","[0.73, 0.6, 0.44, 0.24]","[14.96, 20.31, 15.2, 10.61]","[2021, 2022, 2023, 2024, 2025]","[42842548188, 42483287221, 43505868968, 40284018896, 42691388395]","[4330542169, 4052343613, 4137402175, 1456314716, 1484573947]","[5863725460, 6267203617, 7733141300, 4732828086, 4697360489]","[13.69, 14.75, 17.77, 11.75, 11.0]","[8734693256, -2077605704, 1712193486, 10600621174, 7902572295]","[-7179882753, 795439062, 497598837, -6082714183, -8723729099]","[-1050781132, -1378615682, -1550263065, -1828067196, -1169412646]","[1554810503, -1282166642, 2209792323, 4517906991, -821156804]","[8.28, 5.88, 6.22, 5.97, 4.54]","[932.48, 1284.13, 1192.78, 1255.86, 1762.99]","[0.0, 1632035.29, 747093.21, 0.0, 0.0]","[141.57, 150.01, 158.95, 162.25, 168.75]","[21.4, -0.84, 2.41, -7.41, 5.98]","[3.59, 3.06, 2.75, 2.59, 3.51]","[26867.78, 0.0, 0.0, 0.0, 0.0]",J60,J60 방송 및 영상 · 오디오물 제공 서비스업,5.28,76.63,0.38,-9.66,-12049.09,,
099390,브레인즈컴퍼니,KOSDAQ,31642930965,4.62,73554875.25,12.31,11.23,11.94,0.58,8,2026-08-14,"[12.93, 13.54, 8.41, 12.31]","[9.11, 8.16, 7.58, 11.23]","[10.56, 9.02, 8.42, 11.94]","[1.25, 0.82, 0.81, 0.58]","[11.87, 9.09, 9.63, 4.86]","[2021, 2022, 2023, 2024, 2025]","[0, 18252937748, 25819289874, 26585842652, 25086446300]","[5308435625, 4782130107, 3338149750, 3600013187, 2110371551]","[5679329373, 5286777507, 5367014904, 5067806652, 4815262757]","[0.0, 28.96, 20.79, 19.06, 19.19]","[5613464791, 5123081990, 3849909739, 5240570417, 5759281438]","[-15099475358, 1627342254, -4170525366, -2412293776, -2710863302]","[11270312000, -2657023870, -2353837407, -2654770180, -1344338020]","[-9486010567, 6750424244, -320615627, 2828276641, 3048418136]","[10.88, 9.51, 15.95, 10.53, 11.09]","[1121.31, 1224.11, 807.94, 1365.18, 1016.43]","[0.0, 0.0, 37.0, 58.23, 39.7]","[0.0, 702.32, 813.1, 1206.74, 1319.2]","[0.0, 0.0, 41.45, 2.97, -5.64]","[0.0, 8.33, 4.81, 5.16, 6.61]","[0.0, 1129.69, 1163.17, 1242.19, 2013.92]",J582,J582 소프트웨어 개발 및 공급업,6.98,45.66,5.87,2.75,439.1,21.9,10.0
037330,인지디스플레,KOSDAQ,31641246504,5.72,107880493.75,0.6,1.3,3.03,0.14,5,2026-08-14,"[0.76, 1.49, 2.37, 0.6]","[2.4, -0.26, 2.02, 1.3]","[5.62, -0.63, 4.57, 3.03]","[0.41, 0.3, 0.29, 0.14]","[7.22, 6.37, 4.74]","[2021, 2022, 2023, 2024, 2025]","[617204053099, 700955627901, 687269080649, 732669239767, 721813553316]","[2413313819, 11369165894, 5257045876, 10929198494, 17103063887]","[1671478483, 1324978717, 11501181115, -4143475161, 16993189322]","[0.27, 0.19, 1.67, -0.57, 2.35]","[35842945222, 30169791928, 39764770616, 39631926971, 21596175759]","[-39801711823, -29090672618, -18563388353, -25444496177, -37512130675]","[10597862316, -8042069053, -16318101104, -10951485859, 8652594320]","[-3958766601, 1079119310, 21201382263, 14187430794, -15915954916]","[143.14, 140.52, 133.65, 140.11, 125.93]","[52.03, 47.99, 42.72, 46.72, 47.47]","[0.61, 2.31, 0.64, 1.27, 2.31]","[677.13, 648.04, 681.95, 659.19, 686.29]","[3.45, 13.57, -1.95, 6.61, -1.48]","[9.88, 10.93, 13.02, 12.62, 11.35]","[20.67, 19.25, 16.35, 16.48, 18.86]",C262,"C261,2 반도체 및 전자부품",6.7,8.89,0.81,-8.4,-140.05,,10.0
128540,에코캡,KOSDAQ,31548123720,3.19,37136587.25,5.71,5.42,8.28,0.26,7,2026-08-14,"[2.91, 14.15, -2.08, 5.71]","[1.31, 10.62, -1.48, 5.42]","[2.31, 18.65, -2.28, 8.28]","[0.83, 0.32, 0.44, 0.26]","[35.95, 1.71, 3.2]","[2021, 2022, 2023, 2024, 2025]","[85383961430, 121663336913, 135901878758, 138529396394, 151845506167]","[-12265497789, -1924041613, 3950847298, 19597268599, -3158109336]","[-8427813981, 157063774, 3930485515, 25788425524, -5372757053]","[-9.87, 0.13, 2.89, 18.62, -3.54]","[-5105641217, -6470229984, -4899575282, 2367447215, 30625872830]","[-4106947706, -6932638696, -10526180931, -3384430741, -9957889129]","[7052484150, 34559567650, 3548801429, -1520073875, -8153978809]","[-9212588923, -13402868680, -15425756213, -1016983526, 20667983701]","[134.17, 73.61, 76.37, 75.62, 53.95]","[70.45, 182.58, 145.17, 74.27, 139.56]","[-11.26, -0.83, 1.99, 8.09, -2.59]","[3478.31, 0.0, 0.0, 4191.11, 4114.75]","[17.51, 42.49, 11.7, 1.93, 9.61]","[4.62, 13.94, 0.0, 9.89, 6.64]","[4.06, 9.56, 0.0, 2.95, 2.46]",C303,"C302-4 자동차 차체 및 트레일러, 자동차 부품",5.61,12.57,5.41,-9.81,-158.59,0.75,5.0
187270,신화콘텍,KOSDAQ,31344481050,10.62,26301629.25,4.42,2.81,3.84,0.43,5,2026-08-14,"[9.46, 13.4, 8.98, 4.42]","[4.12, 7.75, 3.05, 2.81]","[6.4, 11.24, 4.1, 3.84]","[0.77, 0.45, 0.45, 0.43]","[12.03, 3.99, 11.07, 11.29]","[2021, 2022, 2023, 2024, 2025]","[43877902025, 44947291912, 51942907903, 51968813986, 53433430757]","[2356960563, 3950942568, 4913326276, 6962992748, 4799876921]","[4140388327, 5531782442, 5291276962, 8366095867, 3769929010]","[9.44, 12.31, 10.19, 16.1, 7.06]","[5822825883, 8897780182, 12517259748, 8906457188, 6540882119]","[87323041, -6361775970, -6477746090, 913937550, 4763376119]","[-3029546097, -1671580750, -4509093873, -8402677684, -5513903029]","[5910148924, 2536004212, 6039513658, 9820394738, 11304258238]","[78.34, 61.6, 55.37, 45.15, 34.1]","[98.43, 119.48, 131.5, 125.9, 188.43]","[3.8, 6.29, 5.74, 5.16, 8.48]","[984.64, 1077.14, 1151.77, 1291.42, 1336.78]","[-1.21, 2.44, 15.56, 0.05, 2.82]","[3.94, 4.3, 5.15, 4.59, 3.95]","[3.38, 3.02, 3.94, 3.64, 3.71]",C281,"C281 전동기, 발전기 및 전기변환 · 공급 · 제어 장치",5.01,6.83,2.76,35.83,-41.57,,5.0
376980,원티드랩,KOSDAQ,31301292770,15.71,113236687.0,4.71,3.25,5.08,0.8,7,2026-08-14,"[3.97, -2.23, 2.67, 4.71]","[2.99, -2.46, 2.08, 3.25]","[4.03, -3.38, 3.33, 5.08]","[3.03, 1.51, 0.89, 0.8]","[75.1, 26.67, 15.69]","[2021, 2022, 2023, 2024, 2025]","[31699211601, 50291114355, 39668183099, 36742962222, 38173738651]","[6069976846, 8947526886, 1573389396, -817999396, 1019795155]","[3015548076, 8327097242, 1846845484, -1172065017, 1505472145]","[9.51, 16.56, 4.66, -3.19, 3.94]","[9922749623, 12480931539, 4638997397, 3912143060, 2584353175]","[-23876591679, -11889631577, 5154326940, -2513264162, -4911797549]","[22082107100, -1319471164, -11338263815, 27176357, -2039844730]","[-13953842056, 591299962, 9793324337, 1398878898, -2327444374]","[38.11, 32.4, 34.92, 37.52, 59.77]","[632.71, 521.5, 489.6, 346.48, 241.11]","[183.78, 206.75, 20.03, 10.24, -14.91]","[597.31, 806.32, 835.77, 848.5, 886.0]","[115.7, 58.65, -21.12, -7.37, 3.89]","[24.15, 23.98, 18.63, 18.96, 14.93]","[0.0, 0.0, 0.0, 0.0, 0.0]",J582,J582 소프트웨어 개발 및 공급업,6.98,45.66,5.08,21.42,227.45,3.81,10.0
258830,세종메디칼,KOSDAQ,31223976612,34.33,0.0,21.61,1.34,3.07,1.2,8,2026-08-14,"[12.17, -2.49, 12.22, 21.61]","[-17.7, -125.8, -0.04, 1.34]","[-194.22, -301.49, -0.11, 3.07]","[8.82, 1.45, 1.38, 1.2]",[39.13],"[2021, 2022, 2023, 2024, 2025]","[18020983102, 16082925282, 17991718820, 18952234158, 18535097964]","[-1535593390, -1799952350, 2190258857, -472212733, 2264502775]","[-5208890942, -98279402325, -18736155676, -64065539508, -17223426]","[-28.9, -611.08, -104.14, -338.04, -0.09]","[-8994726815, -428778470, 2763120813, 2541128797, 2327923879]","[-18768757849, -43818626397, 25891346955, 5653949046, -9373079738]","[47694541237, 23877074734, -28032166942, -4327263186, 6921311256]","[-27763484664, -44247404867, 28654467768, 8195077843, -7045155859]","[64.13, 418.21, 997.04, 139.66, 164.2]","[653.59, 34.48, 9.87, 87.94, 40.9]","[-19.27, 0.0, 0.0, 0.0, 0.0]","[1308.21, 335.55, 35.23, 122.01, 99.58]","[19.36, -10.75, 11.87, 5.34, -2.2]","[8.26, 8.17, 6.2, 6.35, 7.88]","[2.43, 2.42, 2.59, 2.7, 2.05]",C27,"C27 의료, 정밀, 광학기기 및 시계",4.6,5.26,20.74,7.07,92.39,3.46,5.0
031510,오스템,KOSDAQ,30940000000,2.7,127269945.05,5.62,7.72,14.41,0.39,8,2026-08-14,"[6.98, 0.34, 3.23, 5.62]","[4.67, -32.58, 0.61, 7.72]","[7.42, -60.08, 1.21, 14.41]","[0.54, 0.53, 0.45, 0.39]","[7.27, 37.32, 2.74]","[2021, 2022, 2023, 2024, 2025]","[112783537605, 110892575490, 141975544188, 127865182887, 128548602017]","[-332450200, -4658942088, 9903944411, 434747154, 4148090517]","[-15728141619, -18083647086, 17136282553, -38867872798, 1815072054]","[-13.95, -16.31, 12.07, -30.4, 1.41]","[5065707775, -1311473080, 2697153952, 8285913493, 9625221425]","[-14131823547, 552106911, 37654896882, -4066536115, -4846672000]","[-5744880745, -7208746272, -37724149943, -3706501432, 6340614447]","[-9066115772, -759366169, 40352050834, 4219377378, 4778549425]","[91.28, 96.46, 58.84, 84.4, 98.52]","[69.03, 94.88, 139.48, 150.4, 144.34]","[-0.14, -1.62, 4.21, 0.27, 2.95]","[625.56, 524.75, 582.66, 311.99, 313.17]","[-12.0, -1.68, 28.03, -9.94, 0.53]","[4.91, 4.98, 4.91, 3.98, 4.19]","[5.59, 5.22, 6.61, 7.1, 7.54]",C303,"C302-4 자동차 차체 및 트레일러, 자동차 부품",5.61,12.57,12.83,0.88,-72.01,4.32,5.0
020180,대신정보통신,KOSDAQ,30935276575,2.49,185469670.0,4.1,3.48,12.12,0.67,3,2026-08-14,"[1.83, 3.61, 4.49, 4.1]","[-0.06, 6.31, 4.23, 3.48]","[-0.17, 19.04, 14.74, 12.12]","[1.68, 1.1, 1.0, 0.67]","[5.78, 6.81, 5.57]","[2021, 2022, 2023, 2024, 2025]","[193750021378, 180570933137, 228487621631, 255122447363, 202861487817]","[2341315392, 2283442332, 4175255751, 9215588861, 9099047769]","[2166338010, 2679509309, 114526930, 8310780947, 7273279333]","[1.12, 1.48, 0.05, 3.26, 3.59]","[8260931501, 1691620080, 1761834581, -5075199502, -8634210591]","[-5053844931, -2022818818, 1745661544, -4685091442, -10852410364]","[-500384450, -494119416, -810185956, 13760998336, 22952528887]","[3207086570, -331198738, 3507496125, -9760290944, -19486620955]","[157.77, 189.92, 197.64, 201.82, 248.22]","[114.57, 105.53, 93.77, 139.86, 143.96]","[8.66, 9.31, 16.01, 8.46, 5.06]","[40.01, 48.68, 46.43, 76.47, 100.33]","[10.17, -6.8, 26.54, 11.66, -20.48]","[17.03, 17.25, 18.24, 24.16, 19.65]","[32.07, 19.25, 14.19, 10.41, 5.34]",J62,"J62 컴퓨터 프로그래밍, 시스템 통합 및 관리업",5.19,49.01,22.85,9.12,352.98,0.44,10.0
012620,원일특강,KOSDAQ,30844000000,4.76,26383478.0,2.71,2.11,3.81,0.18,3,2026-08-14,"[3.54, 3.16, 3.11, 2.71]","[3.06, 2.6, 2.9, 2.11]","[5.17, 4.15, 4.92, 3.81]","[0.25, 0.2, 0.21, 0.18]","[4.83, 4.73, 4.35, 4.76]","[2021, 2022, 2023, 2024, 2025]","[327893606447, 385097179563, 379986386064, 379299734226, 398115514874]","[16927230518, 17021284113, 13440573213, 11977978291, 12364724352]","[22714539804, 13543030578, 8683725607, 7946297426, 10199656760]","[6.93, 3.52, 2.29, 2.09, 2.56]","[5764397699, -6425046265, 13214967654, 15442751364, -11011661642]","[58609393, -1697882150, -5649540074, 2612150229, -4040645634]","[-21336097930, 4226311245, -9961139583, -12946474971, 12524410484]","[5823007092, -8122928415, 7565427580, 18054901593, -15052307276]","[81.22, 84.39, 68.95, 59.85, 69.62]","[89.97, 90.4, 96.73, 114.13, 99.61]","[7.76, 5.16, 2.82, 2.99, 4.29]","[6165.8, 6626.87, 6922.27, 7153.77, 7459.8]","[33.79, 17.45, -1.33, -0.18, 4.96]","[4.25, 4.51, 4.14, 4.34, 4.35]","[6.68, 6.39, 6.13, 6.63, 6.28]",C241,C241 1차 철강,7.14,5.54,5.88,8.64,-7.56,,5.0
311390,네오크레마,KOSDAQ,30811976215,13.23,60022886.25,4.38,3.86,4.87,0.21,6,2026-08-14,"[1.12, -1.71, 6.6, 4.38]","[0.0, 0.52, 2.84, 3.86]","[0.0, 0.65, 3.54, 4.87]","[2.32, 0.48, 0.51, 0.21]","[74.54, 14.36, 4.22]","[2021, 2022, 2023, 2024, 2025]","[29886729419, 26702893112, 24866771855, 40313599873, 81943689101]","[1368718533, 1420451374, 278868999, -690734776, 5408789313]","[1755477019, -1371345577, -5293918579, 702751034, 5976542043]","[5.87, -5.14, -21.29, 1.74, 7.29]","[1855772660, 2202569102, 2270187178, 1094663195, 15674388095]","[-652657208, -31206922643, 6149686474, 2184049380, -6593033344]","[256220195, 26193562430, -3980415046, 12744685648, -2504228562]","[1203115452, -29004353541, 8419873652, 3278712575, 9081354751]","[23.04, 62.13, 83.05, 24.69, 24.26]","[279.2, 113.84, 110.16, 302.39, 354.69]","[8.75, 10.3, 4.34, -1.89, 6.01]","[1031.75, 1140.34, 1016.12, 1235.28, 1282.41]","[0.22, -10.65, -6.88, 62.12, 103.27]","[8.44, 7.27, 8.71, 4.72, 6.06]","[2.9, 2.85, 2.87, 2.41, 3.35]",C108,C108 기타 식품,9.59,7.04,1.89,6.52,8.26,3.86,5.0
080520,오디텍,KOSDAQ,30740362155,16.16,26575797.75,-10.47,0.74,0.83,0.24,5,2026-08-14,"[-12.16, -17.19, -6.0, -10.47]","[2.14, 3.99, 0.66, 0.74]","[2.4, 4.35, 0.69, 0.83]","[0.44, 0.27, 0.28, 0.24]","[18.21, 6.22, 40.3, 28.67]","[2021, 2022, 2023, 2024, 2025]","[54427039739, 40389289878, 34964165951, 37001931925, 37959545863]","[4789226966, -3371639793, -4252771289, -6361445277, -2276892782]","[5386508671, -4515637800, -2956282983, 6817039261, 1334381160]","[9.9, -11.18, -8.46, 18.42, 3.52]","[3021213162, 3491714967, 3823663069, 2557072055, -440299154]","[-2261689519, 3297964230, -13612420312, 14151572219, 2485531080]","[6836950985, -1801491126, -2067162881, -5220222007, -3208245860]","[759523643, 6789679197, -9788757243, 16708644274, 2045231926]","[13.82, 9.79, 12.19, 8.98, 4.03]","[771.87, 504.31, 411.14, 651.52, 1450.19]","[515.47, -605.92, -89.12, -143.1, -58.59]","[2132.05, 2069.41, 2092.39, 2175.18, 2135.49]","[28.86, -25.79, -13.43, 5.83, 2.59]","[3.95, 3.19, 3.93, 4.6, 4.81]","[4.9, 4.02, 4.24, 5.16, 4.78]",C26,"C26 전자부품, 컴퓨터, 영상, 음향 및 통신장비",6.65,7.75,-3.32,40.0,38.8,7.88,10.0
066910,손오공,KOSDAQ,30696330840,5.03,93684630.25,-5.26,4.72,10.58,0.63,6,2026-08-14,"[-18.87, -29.76, -6.89, -5.26]","[-24.22, -16.56, 0.67, 4.72]","[-54.45, -33.97, 1.64, 10.58]","[9.69, 2.54, 0.93, 0.63]","[56.91, 5.96]","[2021, 2022, 2023, 2024, 2025]","[75450508230, 66683494889, 50347819486, 30533858527, 96999899742]","[1154456130, -5991087663, -9498690286, -9086673747, -6683270784]","[3377261472, -7644980967, -11875203041, -7144204093, -879437095]","[4.48, -11.46, -23.59, -23.4, -0.91]","[-5667320381, 373938789, -1207949908, -2712736649, -6276797664]","[1558000715, -1435951749, -7387438580, 8010605705, -38917265657]","[6124498241, 1850760217, 8149024675, 5382479116, 38063383435]","[-4109319666, -1062012960, -8595388488, 5297869056, -45194063321]","[118.15, 178.34, 124.83, 105.11, 143.04]","[52.99, 45.78, 67.48, 74.15, 77.0]","[2.66, -8.55, -9.79, -10.32, -3.93]","[94.21, 40.38, 30.58, -26.0, 46.0]","[-11.51, -11.62, -24.5, -39.35, 217.68]","[6.1, 6.6, 6.94, 7.23, 10.68]","[2.91, 2.69, 2.73, 2.77, 8.37]",G46,G46 도매 및 상품중개업,8.06,11.29,-14.34,132.99,176.58,,
093380,풍강,KOSDAQ,30675266865,5.7,74415154.25,3.87,4.5,5.86,0.42,7,2026-04-14,"[5.38, 1.24, 0.81, 3.87]","[6.18, -1.0, 0.84, 4.5]","[7.67, -1.29, 1.1, 5.86]","[0.52, 0.32, 0.38, 0.42]","[6.74, 34.59, 7.11]","[2021, 2022, 2023, 2024, 2025]","[76805148961, 83422538833, 97322976980, 93027835673, 90273114653]","[4220266899, 3012329509, 5238490101, 1149162523, 728436077]","[5313620168, 5455424024, 7024379428, -722847079, 870201883]","[6.92, 6.54, 7.22, -0.78, 0.96]","[6748808549, 8359269672, 4776325204, 5498850921, 6985822755]","[-6203536537, -1801618226, 1442596311, -5365153246, -4509602795]","[-1313751456, -6319595905, -4472721894, 1510016482, -860173036]","[545272012, 6557651446, 6218921515, 133697675, 2476219960]","[36.09, 28.73, 24.03, 29.56, 30.38]","[130.9, 171.19, 183.62, 141.86, 141.45]","[22.37, 13.89, 21.66, 5.49, 3.51]","[1259.0, 1336.31, 1406.42, 1341.83, 1337.96]","[20.17, 8.62, 16.66, -4.41, -2.96]","[5.9, 5.33, 5.86, 6.24, 6.32]","[4.84, 5.15, 5.65, 5.1, 5.24]",C25,C25 금속가공제품(기계 및 가구 제외),5.43,7.91,4.47,0.84,-809.96,1.74,5.0
237820,플레이디,KOSDAQ,30207914700,7.31,360994148.5,10.43,2.86,4.65,0.34,5,2026-08-14,"[6.79, 10.36, 15.47, 10.43]","[2.13, 3.19, 4.04, 2.86]","[3.55, 5.02, 6.45, 4.65]","[1.03, 0.83, 0.65, 0.34]","[29.02, 16.49, 10.07, 7.32]","[2021, 2022, 2023, 2024, 2025]","[34680497548, 43952147282, 37255650160, 38614111514, 40227143049]","[3338918401, 5596977274, 2531121706, 4001982311, 6224756280]","[3939216345, 6153108735, 3471381102, 5581482603, 7574789047]","[11.36, 14.0, 9.32, 14.45, 18.83]","[-1353643267, 15251693, 5243408288, 15303828328, 6913104017]","[-3443244598, -2659450882, -6810318930, -8437955840, -2379963585]","[-1201135940, -1185347280, -1220926636, -1310041507, -1370406691]","[-4796887865, -2644199189, -1566910642, 6865872488, 4533140432]","[91.48, 105.82, 66.72, 57.15, 59.75]","[201.94, 178.21, 223.96, 243.44, 225.4]","[14.62, 20.33, 11.74, 25.81, 69.11]","[421.57, 498.36, 533.42, 602.21, 700.92]","[18.34, 26.73, -15.24, 3.65, 4.18]","[4.31, 4.44, 2.8, 2.72, 3.38]","[0.0, 0.0, 0.0, 0.0, 0.0]",M713,M713 광고업,4.54,64.3,5.11,13.56,-94.75,,
458350,에스팀,KOSDAQ,30130704000,61.96,47236076.0,2.39,1.25,1.66,1.04,5,2026-08-14,"[5.65, 7.0, 2.39]","[6.29, 8.29, 1.25]","[11.11, 13.49, 1.66]",[1.04],[62.82],"[2024, 2025]","[35573738421, 35151802281]","[2010005702, 2462371133]","[1857649018, 2319636659]","[5.22, 6.6]","[3415502081, 1667354019]","[-1034415838, -331354917]","[-807767560, -775772060]","[2381086243, 1335999102]","[76.61, 62.77]","[201.65, 221.55]","[0.0, 0.0]","[248.09, 308.98]","[0.0, -1.19]","[17.81, 14.37]","[3.35, 2.18]",N759,N759 기타 사업지원 서비스업,12.03,22.73,10.73,-11.65,-110.29,,
297570,아틀라스링크,KOSDAQ,30085838442,3.78,31790801.9,15.41,7.02,14.05,0.52,6,2026-08-14,"[15.99, 15.53, 15.24, 15.41]","[8.38, -0.67, 3.97, 7.02]","[12.03, -1.0, 8.17, 14.05]","[1.28, 0.66, 0.71, 0.52]","[10.62, 8.68, 3.68]","[2021, 2022, 2023, 2024, 2025]","[36672802384, 28744200269, 26583526247, 30947059461, 42912841922]","[6955898706, 4297759688, 4250212435, 4807349942, 6538943174]","[6447001507, 7427298687, 5711411178, -639739949, 7002318150]","[17.58, 25.84, 21.48, -2.07, 16.32]","[1611101776, 845545863, 12653221967, 7409398859, 5629086513]","[-797939076, -5583942145, -15806117511, -8461328381, -1926974812]","[5325862732, -587464186, 5739946694, 590634202, -3127605354]","[813162700, -4738396282, -3152895544, -1051929522, 3702111701]","[64.43, 33.1, 43.58, 48.27, 105.54]","[682.25, 240.61, 164.91, 207.83, 73.61]","[102.05, 121.05, 84.9, 22.6, 4.63]","[630.54, 808.3, 948.39, 970.49, 1244.64]","[43.12, -21.62, -7.52, 16.41, 38.67]","[4.56, 4.01, 6.14, 10.71, 9.56]","[3.39, 1.63, 1.18, 1.58, 2.22]",C264,C264 통신 및 방송 장비,6.6,6.94,7.42,152.28,146.94,,10.0
